,Sentence #,scenario,intent
14955,14955,transport,traffic
14956,14956,transport,query
14957,14957,transport,query
14958,14958,transport,query
14959,14959,transport,query
14960,14960,transport,query
14961,14961,transport,ticket
14962,14962,transport,ticket
14963,14963,transport,query
14964,14964,transport,ticket
14965,14965,transport,ticket
14966,14966,transport,ticket
14967,14967,transport,ticket
14968,14968,transport,ticket
14969,14969,transport,query
14970,14970,transport,ticket
14971,14971,transport,query
14972,14972,qa,factoid
14973,14973,transport,query
14974,14974,transport,query
14975,14975,transport,query
14976,14976,transport,query
14977,14977,transport,query
14978,14978,transport,ticket
14979,14979,transport,ticket
14980,14980,transport,ticket
14981,14981,transport,taxi
14982,14982,transport,taxi
14983,14983,transport,taxi
14984,14984,transport,query
14985,14985,transport,query
14986,14986,transport,query
14987,14987,transport,traffic
14988,14988,transport,traffic
14989,14989,transport,traffic
14990,14990,transport,ticket
14991,14991,transport,ticket
14992,14992,transport,ticket
14993,14993,transport,ticket
14994,14994,transport,ticket
14995,14995,transport,ticket
14996,14996,transport,query
14997,14997,transport,ticket
14998,14998,transport,query
14999,14999,transport,query
15000,15000,transport,query
15001,15001,transport,query
15002,15002,transport,query
15003,15003,transport,query
15004,15004,transport,query
15005,15005,transport,query
15006,15006,transport,query
15007,15007,transport,query
15008,15008,transport,ticket
15009,15009,transport,ticket
15010,15010,transport,ticket
15011,15011,transport,query
15012,15012,transport,query
15013,15013,transport,query
15014,15014,transport,taxi
15015,15015,transport,taxi
15016,15016,transport,taxi
15017,15017,transport,query
15018,15018,transport,query
15019,15019,transport,query
15020,15020,transport,query
15021,15021,transport,query
15022,15022,transport,ticket
15023,15023,transport,traffic
15024,15024,transport,traffic
15025,15025,transport,traffic
15026,15026,transport,query
15027,15027,transport,query
15028,15028,transport,query
15029,15029,transport,ticket
15030,15030,transport,ticket
15031,15031,transport,ticket
15032,15032,transport,traffic
15033,15033,transport,traffic
15034,15034,transport,traffic
15035,15035,transport,query
15036,15036,transport,query
15037,15037,transport,query
15038,15038,transport,ticket
15039,15039,transport,traffic
15040,15040,transport,traffic
15041,15041,transport,traffic
15042,15042,transport,query
15043,15043,transport,query
15044,15044,transport,query
15045,15045,transport,ticket
15046,15046,transport,ticket
15047,15047,transport,ticket
15048,15048,transport,taxi
15049,15049,transport,taxi
15050,15050,transport,taxi
15051,15051,transport,query
15052,15052,transport,query
15053,15053,transport,query
15054,15054,transport,ticket
15055,15055,transport,query
15056,15056,recommendation,locations
15057,15057,transport,query
15058,15058,transport,ticket
15059,15059,transport,ticket
15060,15060,transport,traffic
15061,15061,transport,traffic
15062,15062,transport,traffic
15063,15063,transport,query
15064,15064,transport,query
15065,15065,transport,query
15066,15066,transport,traffic
15067,15067,transport,traffic
15068,15068,transport,traffic
15069,15069,transport,ticket
15070,15070,transport,ticket
15071,15071,transport,ticket
15072,15072,transport,traffic
15073,15073,transport,traffic
15074,15074,transport,traffic
15075,15075,transport,traffic
15076,15076,transport,traffic
15077,15077,transport,query
15078,15078,transport,query
15079,15079,transport,query
15080,15080,transport,traffic
15081,15081,transport,traffic
15082,15082,transport,ticket
15083,15083,transport,ticket
15084,15084,general,quirky
15085,15085,transport,query
15086,15086,transport,query
15087,15087,transport,query
15088,15088,transport,traffic
15089,15089,transport,traffic
15090,15090,transport,traffic
15091,15091,transport,traffic
15092,15092,transport,traffic
15093,15093,transport,traffic
15094,15094,transport,ticket
15095,15095,transport,ticket
15096,15096,transport,ticket
15097,15097,transport,traffic
15098,15098,transport,traffic
15099,15099,transport,traffic
15100,15100,transport,traffic
15101,15101,transport,traffic
15102,15102,transport,traffic
15103,15103,transport,query
15104,15104,transport,query
15105,15105,transport,query
15106,15106,transport,query
15107,15107,transport,query
15108,15108,transport,query
15109,15109,transport,traffic
15110,15110,transport,traffic
15111,15111,transport,traffic
15112,15112,transport,traffic
15113,15113,transport,traffic
15114,15114,transport,traffic
15115,15115,transport,ticket
15116,15116,transport,ticket
15117,15117,transport,ticket
15118,15118,transport,query
15119,15119,transport,query
15120,15120,transport,query
15121,15121,transport,taxi
15122,15122,transport,taxi
15123,15123,transport,taxi
15124,15124,transport,taxi
15125,15125,transport,taxi
15126,15126,transport,taxi
15127,15127,transport,ticket
15128,15128,transport,ticket
15129,15129,transport,ticket
15130,15130,transport,taxi
15131,15131,transport,taxi
15132,15132,transport,taxi
15133,15133,transport,traffic
15134,15134,transport,traffic
15135,15135,transport,traffic
15136,15136,transport,ticket
15137,15137,transport,ticket
15138,15138,transport,ticket
15139,15139,transport,traffic
15140,15140,transport,traffic
15141,15141,transport,ticket
15142,15142,transport,ticket
15143,15143,transport,ticket
15144,15144,transport,ticket
15145,15145,transport,query
15146,15146,transport,ticket
15147,15147,transport,traffic
15148,15148,transport,traffic
15149,15149,transport,traffic
15150,15150,transport,traffic
15151,15151,transport,traffic
15152,15152,transport,traffic
15153,15153,transport,query
15154,15154,transport,query
15155,15155,transport,query
15156,15156,transport,query
15157,15157,transport,query
15158,15158,qa,factoid
15159,15159,transport,traffic
15160,15160,transport,traffic
15161,15161,transport,traffic
15162,15162,transport,query
15163,15163,transport,query
15164,15164,transport,query
15165,15165,transport,query
15166,15166,transport,query
15167,15167,transport,query
15168,15168,transport,taxi
15169,15169,transport,taxi
15170,15170,transport,taxi
15171,15171,transport,ticket
15172,15172,transport,query
15173,15173,transport,query
15174,15174,transport,ticket
15175,15175,transport,ticket
15176,15176,transport,ticket
15177,15177,transport,ticket
15178,15178,transport,ticket
15179,15179,transport,ticket
15180,15180,transport,ticket
15181,15181,transport,ticket
15182,15182,transport,ticket
15183,15183,transport,taxi
15184,15184,transport,taxi
15185,15185,transport,taxi
15186,15186,transport,query
15187,15187,transport,query
15188,15188,transport,query
15189,15189,transport,query
15190,15190,transport,query
15191,15191,transport,traffic
15192,15192,transport,traffic
15193,15193,transport,traffic
15194,15194,transport,ticket
15195,15195,transport,ticket
15196,15196,transport,ticket
15197,15197,transport,query
15198,15198,transport,query
15199,15199,transport,ticket
15200,15200,transport,ticket
15201,15201,transport,query
15202,15202,transport,query
15203,15203,transport,query
15204,15204,transport,query
15205,15205,transport,query
15206,15206,transport,query
15207,15207,transport,traffic
15208,15208,transport,traffic
15209,15209,transport,traffic
15210,15210,transport,traffic
15211,15211,transport,traffic
15212,15212,transport,traffic
15213,15213,transport,taxi
15214,15214,transport,taxi
15215,15215,transport,taxi
15216,15216,transport,taxi
15217,15217,transport,taxi
15218,15218,transport,taxi
15219,15219,transport,query
15220,15220,transport,query
15221,15221,transport,query
15222,15222,transport,traffic
15223,15223,transport,traffic
15224,15224,transport,query
15225,15225,transport,query
15226,15226,transport,query
15227,15227,transport,traffic
15228,15228,transport,traffic
15229,15229,transport,traffic
15230,15230,transport,ticket
15231,15231,transport,ticket
15232,15232,transport,ticket
15233,15233,transport,traffic
15234,15234,transport,traffic
15235,15235,transport,traffic
15236,15236,transport,query
15237,15237,transport,query
15238,15238,transport,query
15239,15239,transport,query
15240,15240,transport,query
15241,15241,transport,query
15242,15242,recommendation,locations
15243,15243,transport,query
15244,15244,transport,query
15245,15245,transport,ticket
15246,15246,transport,ticket
15247,15247,transport,ticket
15248,15248,transport,taxi
15249,15249,transport,taxi
15250,15250,transport,taxi
15251,15251,transport,query
15252,15252,transport,query
15253,15253,transport,query
15254,15254,transport,query
15255,15255,transport,query
15256,15256,transport,query
15257,15257,transport,taxi
15258,15258,transport,taxi
15259,15259,transport,taxi
15260,15260,transport,query
15261,15261,transport,traffic
15262,15262,transport,traffic
15263,15263,transport,traffic
15264,15264,transport,ticket
15265,15265,transport,ticket
15266,15266,transport,taxi
15267,15267,transport,taxi
15268,15268,transport,taxi
15269,15269,transport,ticket
15270,15270,transport,ticket
15271,15271,transport,ticket
15272,15272,transport,query
15273,15273,transport,query
15274,15274,transport,query
15275,15275,transport,query
15276,15276,transport,query
15277,15277,transport,query
15278,15278,transport,traffic
15279,15279,transport,traffic
15280,15280,transport,traffic
15281,15281,transport,query
15282,15282,transport,query
15283,15283,transport,query
15284,15284,transport,query
15285,15285,transport,query
15286,15286,transport,query
15287,15287,transport,query
15288,15288,transport,query
15289,15289,transport,taxi
15290,15290,transport,taxi
15291,15291,transport,taxi
15292,15292,transport,taxi
15293,15293,transport,taxi
15294,15294,transport,taxi
15295,15295,transport,ticket
15296,15296,transport,ticket
15297,15297,transport,ticket
15298,15298,transport,query
15299,15299,transport,query
15300,15300,transport,query
15301,15301,transport,traffic
15302,15302,transport,traffic
15303,15303,transport,traffic
15304,15304,transport,query
15305,15305,transport,query
15306,15306,transport,query
15307,15307,transport,taxi
15308,15308,transport,taxi
15309,15309,transport,taxi
15310,15310,transport,taxi
15311,15311,transport,taxi
15312,15312,transport,taxi
15313,15313,transport,ticket
15314,15314,transport,ticket
15315,15315,transport,ticket
15316,15316,transport,traffic
15317,15317,transport,traffic
15318,15318,transport,traffic
15319,15319,transport,taxi
15320,15320,transport,taxi
15321,15321,transport,taxi
15322,15322,transport,query
15323,15323,transport,query
15324,15324,transport,query
15325,15325,transport,ticket
15326,15326,transport,ticket
15327,15327,transport,ticket
15328,15328,transport,query
15329,15329,transport,query
15330,15330,transport,query
15331,15331,transport,query
15332,15332,transport,query
15333,15333,transport,query
15334,15334,transport,traffic
15335,15335,transport,traffic
15336,15336,transport,query
15337,15337,transport,query
15338,15338,transport,query
15339,15339,transport,query
15340,15340,transport,query
15341,15341,transport,query
15342,15342,transport,taxi
15343,15343,transport,taxi
15344,15344,transport,taxi
15345,15345,transport,traffic
15346,15346,transport,traffic
15347,15347,transport,ticket
15348,15348,transport,ticket
15349,15349,transport,ticket
15350,15350,transport,ticket
15351,15351,transport,ticket
15352,15352,transport,ticket
15353,15353,transport,taxi
15354,15354,transport,taxi
15355,15355,transport,taxi
15356,15356,transport,query
15357,15357,transport,query
15358,15358,transport,query
15359,15359,transport,query
15360,15360,transport,query
15361,15361,transport,query
15362,15362,transport,ticket
15363,15363,transport,ticket
15364,15364,transport,ticket
15365,15365,transport,traffic
15366,15366,transport,traffic
15367,15367,transport,traffic
15368,15368,transport,ticket
15369,15369,transport,query
15370,15370,transport,query
15371,15371,transport,taxi
15372,15372,transport,taxi
15373,15373,transport,taxi
15374,15374,transport,ticket
15375,15375,transport,ticket
15376,15376,transport,ticket
15377,15377,transport,query
15378,15378,transport,query
15379,15379,transport,query
15380,15380,transport,ticket
15381,15381,transport,ticket
15382,15382,transport,traffic
15383,15383,transport,traffic
15384,15384,transport,traffic
15385,15385,transport,query
15386,15386,transport,ticket
15387,15387,transport,query
15388,15388,transport,ticket
15389,15389,transport,ticket
15390,15390,transport,ticket
15391,15391,transport,query
15392,15392,transport,query
15393,15393,transport,query
15394,15394,transport,taxi
15395,15395,transport,taxi
15396,15396,transport,taxi
15397,15397,transport,query
15398,15398,transport,query
15399,15399,transport,query
15400,15400,transport,taxi
15401,15401,transport,taxi
15402,15402,transport,taxi
15403,15403,transport,ticket
15404,15404,transport,query
15405,15405,transport,ticket
15406,15406,transport,taxi
15407,15407,transport,taxi
15408,15408,transport,taxi
15409,15409,transport,taxi
15410,15410,transport,taxi
15411,15411,transport,query
15412,15412,transport,query
15413,15413,transport,query
15414,15414,transport,query
15415,15415,transport,query
15416,15416,transport,query
15417,15417,transport,query
15418,15418,transport,query
15419,15419,transport,query
15420,15420,qa,factoid
15421,15421,qa,factoid
15422,15422,qa,factoid
15423,15423,qa,maths
15424,15424,qa,maths
15425,15425,qa,maths
15426,15426,qa,definition
15427,15427,qa,definition
15428,15428,general,quirky
15429,15429,general,quirky
15430,15430,qa,definition
15431,15431,qa,factoid
15432,15432,qa,factoid
15433,15433,qa,factoid
15434,15434,qa,factoid
15435,15435,qa,factoid
15436,15436,qa,currency
15437,15437,qa,factoid
15438,15438,qa,factoid
15439,15439,qa,factoid
15440,15440,qa,definition
15441,15441,qa,definition
15442,15442,qa,definition
15443,15443,qa,definition
15444,15444,qa,definition
15445,15445,qa,definition
15446,15446,general,quirky
15447,15447,general,quirky
15448,15448,general,quirky
15449,15449,qa,definition
15450,15450,qa,definition
15451,15451,qa,definition
15452,15452,qa,factoid
15453,15453,qa,currency
15454,15454,qa,factoid
15455,15455,qa,maths
15456,15456,qa,maths
15457,15457,qa,maths
15458,15458,qa,maths
15459,15459,qa,maths
15460,15460,qa,maths
15461,15461,qa,maths
15462,15462,qa,maths
15463,15463,general,quirky
15464,15464,general,quirky
15465,15465,general,quirky
15466,15466,qa,factoid
15467,15467,qa,factoid
15468,15468,qa,factoid
15469,15469,qa,factoid
15470,15470,qa,factoid
15471,15471,qa,factoid
15472,15472,qa,maths
15473,15473,qa,maths
15474,15474,qa,maths
15475,15475,qa,definition
15476,15476,qa,definition
15477,15477,qa,definition
15478,15478,qa,definition
15479,15479,qa,definition
15480,15480,qa,definition
15481,15481,qa,currency
15482,15482,qa,factoid
15483,15483,general,quirky
15484,15484,qa,definition
15485,15485,qa,definition
15486,15486,qa,definition
15487,15487,general,quirky
15488,15488,general,quirky
15489,15489,qa,factoid
15490,15490,qa,factoid
15491,15491,recommendation,movies
15492,15492,qa,factoid
15493,15493,qa,maths
15494,15494,qa,maths
15495,15495,qa,maths
15496,15496,general,quirky
15497,15497,social,post
15498,15498,email,sendemail
15499,15499,general,quirky
15500,15500,general,quirky
15501,15501,general,quirky
15502,15502,general,quirky
15503,15503,qa,factoid
15504,15504,general,quirky
15505,15505,qa,factoid
15506,15506,qa,factoid
15507,15507,qa,factoid
15508,15508,general,quirky
15509,15509,general,quirky
15510,15510,weather,query
15511,15511,general,quirky
15512,15512,general,quirky
15513,15513,general,quirky
15514,15514,general,quirky
15515,15515,qa,factoid
15516,15516,general,quirky
15517,15517,general,quirky
15518,15518,qa,maths
15519,15519,qa,definition
15520,15520,general,quirky
15521,15521,general,quirky
15522,15522,general,quirky
15523,15523,qa,definition
15524,15524,qa,definition
15525,15525,qa,definition
15526,15526,qa,factoid
15527,15527,qa,factoid
15528,15528,qa,factoid
15529,15529,qa,definition
15530,15530,qa,definition
15531,15531,qa,definition
15532,15532,qa,maths
15533,15533,qa,maths
15534,15534,qa,maths
15535,15535,qa,factoid
15536,15536,news,query
15537,15537,qa,factoid
15538,15538,cooking,recipe
15539,15539,email,query
15540,15540,email,sendemail
15541,15541,qa,factoid
15542,15542,qa,factoid
15543,15543,general,quirky
15544,15544,qa,factoid
15545,15545,general,quirky
15546,15546,qa,factoid
15547,15547,recommendation,locations
15548,15548,general,quirky
15549,15549,qa,factoid
15550,15550,qa,maths
15551,15551,qa,maths
15552,15552,qa,maths
15553,15553,general,quirky
15554,15554,general,quirky
15555,15555,general,quirky
15556,15556,qa,maths
15557,15557,qa,maths
15558,15558,qa,factoid
15559,15559,qa,factoid
15560,15560,takeaway,query
15561,15561,lists,createoradd
15562,15562,general,quirky
15563,15563,general,quirky
15564,15564,qa,factoid
15565,15565,qa,factoid
15566,15566,qa,maths
15567,15567,qa,maths
15568,15568,qa,maths
15569,15569,qa,factoid
15570,15570,qa,factoid
15571,15571,qa,factoid
15572,15572,qa,currency
15573,15573,qa,maths
15574,15574,qa,maths
15575,15575,qa,maths
15576,15576,qa,maths
15577,15577,qa,maths
15578,15578,qa,maths
15579,15579,qa,definition
15580,15580,qa,definition
15581,15581,qa,definition
15582,15582,general,quirky
15583,15583,general,quirky
15584,15584,general,quirky
15585,15585,general,quirky
15586,15586,general,quirky
15587,15587,general,quirky
15588,15588,qa,definition
15589,15589,qa,definition
15590,15590,qa,definition
15591,15591,qa,maths
15592,15592,general,quirky
15593,15593,qa,factoid
15594,15594,qa,factoid
15595,15595,qa,factoid
15596,15596,general,quirky
15597,15597,qa,factoid
15598,15598,qa,factoid
15599,15599,qa,factoid
15600,15600,general,quirky
15601,15601,play,game
15602,15602,general,quirky
15603,15603,general,quirky
15604,15604,qa,factoid
15605,15605,general,quirky
15606,15606,qa,definition
15607,15607,qa,definition
15608,15608,qa,definition
15609,15609,qa,maths
15610,15610,qa,maths
15611,15611,qa,maths
15612,15612,news,query
15613,15613,general,quirky
15614,15614,qa,factoid
15615,15615,qa,definition
15616,15616,qa,definition
15617,15617,qa,definition
15618,15618,qa,factoid
15619,15619,qa,factoid
15620,15620,qa,factoid
15621,15621,qa,factoid
15622,15622,qa,factoid
15623,15623,qa,factoid
15624,15624,qa,factoid
15625,15625,qa,factoid
15626,15626,qa,factoid
15627,15627,qa,maths
15628,15628,qa,maths
15629,15629,qa,maths
15630,15630,qa,factoid
15631,15631,qa,factoid
15632,15632,music,query
15633,15633,calendar,set
15634,15634,calendar,set
15635,15635,calendar,set
15636,15636,qa,definition
15637,15637,qa,definition
15638,15638,qa,definition
15639,15639,qa,factoid
15640,15640,qa,factoid
15641,15641,qa,factoid
15642,15642,qa,factoid
15643,15643,qa,factoid
15644,15644,qa,factoid
15645,15645,qa,factoid
15646,15646,qa,maths
15647,15647,qa,maths
15648,15648,qa,maths
15649,15649,qa,maths
15650,15650,qa,maths
15651,15651,qa,maths
15652,15652,qa,factoid
15653,15653,general,quirky
15654,15654,general,quirky
15655,15655,general,quirky
15656,15656,general,quirky
15657,15657,qa,maths
15658,15658,general,quirky
15659,15659,general,quirky
15660,15660,general,quirky
15661,15661,qa,definition
15662,15662,qa,definition
15663,15663,qa,definition
15664,15664,qa,factoid
15665,15665,qa,factoid
15666,15666,qa,factoid
15667,15667,qa,factoid
15668,15668,qa,factoid
15669,15669,qa,factoid
15670,15670,qa,definition
15671,15671,qa,definition
15672,15672,qa,definition
15673,15673,general,quirky
15674,15674,general,quirky
15675,15675,qa,factoid
15676,15676,general,quirky
15677,15677,general,quirky
15678,15678,general,quirky
15679,15679,general,quirky
15680,15680,general,quirky
15681,15681,general,quirky
15682,15682,general,quirky
15683,15683,general,quirky
15684,15684,general,quirky
15685,15685,qa,factoid
15686,15686,qa,factoid
15687,15687,qa,factoid
15688,15688,qa,definition
15689,15689,qa,definition
15690,15690,qa,definition
15691,15691,general,quirky
15692,15692,general,quirky
15693,15693,general,quirky
15694,15694,qa,definition
15695,15695,qa,definition
15696,15696,qa,definition
15697,15697,qa,definition
15698,15698,qa,definition
15699,15699,qa,definition
15700,15700,general,quirky
15701,15701,general,quirky
15702,15702,recommendation,locations
15703,15703,qa,factoid
15704,15704,general,quirky
15705,15705,general,quirky
15706,15706,general,quirky
15707,15707,qa,maths
15708,15708,qa,maths
15709,15709,news,query
15710,15710,general,quirky
15711,15711,general,quirky
15712,15712,calendar,set
15713,15713,calendar,set
15714,15714,qa,factoid
15715,15715,qa,definition
15716,15716,qa,definition
15717,15717,qa,definition
15718,15718,recommendation,movies
15719,15719,general,quirky
15720,15720,general,quirky
15721,15721,general,quirky
15722,15722,qa,factoid
15723,15723,general,quirky
15724,15724,qa,maths
15725,15725,qa,maths
15726,15726,qa,maths
15727,15727,news,query
15728,15728,qa,stock
15729,15729,qa,stock
15730,15730,qa,maths
15731,15731,qa,maths
15732,15732,qa,maths
15733,15733,qa,maths
15734,15734,qa,maths
15735,15735,qa,maths
15736,15736,qa,factoid
15737,15737,qa,factoid
15738,15738,qa,factoid
15739,15739,general,quirky
15740,15740,general,quirky
15741,15741,general,quirky
15742,15742,qa,maths
15743,15743,qa,maths
15744,15744,qa,maths
15745,15745,qa,factoid
15746,15746,qa,factoid
15747,15747,qa,factoid
15748,15748,qa,definition
15749,15749,qa,definition
15750,15750,qa,definition
15751,15751,qa,definition
15752,15752,qa,definition
15753,15753,qa,definition
15754,15754,general,quirky
15755,15755,general,quirky
15756,15756,qa,factoid
15757,15757,general,quirky
15758,15758,general,quirky
15759,15759,general,quirky
15760,15760,transport,query
15761,15761,cooking,query
15762,15762,general,quirky
15763,15763,qa,factoid
15764,15764,qa,factoid
15765,15765,qa,definition
15766,15766,general,quirky
15767,15767,weather,query
15768,15768,email,query
15769,15769,general,quirky
15770,15770,general,quirky
15771,15771,general,quirky
15772,15772,qa,factoid
15773,15773,qa,factoid
15774,15774,qa,factoid
15775,15775,general,quirky
15776,15776,play,music
15777,15777,play,music
15778,15778,general,quirky
15779,15779,general,quirky
15780,15780,general,quirky
15781,15781,qa,factoid
15782,15782,qa,factoid
15783,15783,qa,factoid
15784,15784,qa,factoid
15785,15785,qa,factoid
15786,15786,qa,factoid
15787,15787,qa,maths
15788,15788,qa,maths
15789,15789,qa,maths
15790,15790,qa,definition
15791,15791,qa,definition
15792,15792,qa,definition
15793,15793,qa,definition
15794,15794,qa,definition
15795,15795,qa,definition
15796,15796,qa,factoid
15797,15797,qa,factoid
15798,15798,general,quirky
15799,15799,transport,query
15800,15800,general,quirky
15801,15801,qa,definition
15802,15802,general,quirky
15803,15803,general,quirky
15804,15804,general,quirky
15805,15805,general,quirky
15806,15806,general,quirky
15807,15807,qa,factoid
15808,15808,qa,factoid
15809,15809,qa,factoid
15810,15810,general,quirky
15811,15811,qa,factoid
15812,15812,qa,maths
15813,15813,qa,factoid
15814,15814,qa,factoid
15815,15815,qa,factoid
15816,15816,general,quirky
15817,15817,recommendation,locations
15818,15818,general,quirky
15819,15819,qa,factoid
15820,15820,qa,factoid
15821,15821,general,quirky
15822,15822,recommendation,locations
15823,15823,qa,factoid
15824,15824,qa,factoid
15825,15825,general,greet
15826,15826,general,quirky
15827,15827,qa,factoid
15828,15828,qa,factoid
15829,15829,qa,factoid
15830,15830,qa,factoid
15831,15831,qa,definition
15832,15832,qa,definition
15833,15833,qa,definition
15834,15834,qa,factoid
15835,15835,qa,factoid
15836,15836,qa,factoid
15837,15837,qa,factoid
15838,15838,qa,factoid
15839,15839,qa,factoid
15840,15840,general,quirky
15841,15841,general,quirky
15842,15842,general,quirky
15843,15843,qa,factoid
15844,15844,general,quirky
15845,15845,qa,factoid
15846,15846,qa,factoid
15847,15847,general,quirky
15848,15848,qa,factoid
15849,15849,qa,factoid
15850,15850,general,quirky
15851,15851,qa,factoid
15852,15852,qa,factoid
15853,15853,qa,factoid
15854,15854,general,quirky
15855,15855,general,quirky
15856,15856,general,quirky
15857,15857,qa,definition
15858,15858,qa,definition
15859,15859,qa,definition
15860,15860,qa,factoid
15861,15861,qa,factoid
15862,15862,qa,factoid
15863,15863,qa,maths
15864,15864,qa,maths
15865,15865,qa,maths
15866,15866,general,quirky
15867,15867,qa,factoid
15868,15868,qa,factoid
15869,15869,qa,factoid
15870,15870,qa,factoid
15871,15871,general,quirky
15872,15872,general,quirky
15873,15873,general,quirky
15874,15874,general,quirky
15875,15875,general,quirky
15876,15876,general,quirky
15877,15877,general,quirky
15878,15878,general,quirky
15879,15879,qa,factoid
15880,15880,qa,factoid
15881,15881,qa,factoid
15882,15882,qa,maths
15883,15883,qa,maths
15884,15884,qa,maths
15885,15885,qa,maths
15886,15886,qa,maths
15887,15887,qa,factoid
15888,15888,qa,factoid
15889,15889,qa,factoid
15890,15890,qa,factoid
15891,15891,general,quirky
15892,15892,recommendation,locations
15893,15893,qa,factoid
15894,15894,qa,factoid
15895,15895,qa,factoid
15896,15896,qa,factoid
15897,15897,qa,factoid
15898,15898,qa,factoid
15899,15899,general,quirky
15900,15900,qa,factoid
15901,15901,takeaway,query
15902,15902,general,quirky
15903,15903,takeaway,order
15904,15904,takeaway,order
15905,15905,qa,factoid
15906,15906,qa,factoid
15907,15907,recommendation,locations
15908,15908,qa,factoid
15909,15909,general,quirky
15910,15910,general,quirky
15911,15911,qa,maths
15912,15912,qa,maths
15913,15913,qa,maths
15914,15914,qa,maths
15915,15915,qa,maths
15916,15916,qa,definition
15917,15917,qa,definition
15918,15918,qa,definition
15919,15919,general,quirky
15920,15920,general,quirky
15921,15921,general,quirky
15922,15922,recommendation,locations
15923,15923,qa,factoid
15924,15924,qa,factoid
15925,15925,cooking,recipe
15926,15926,general,quirky
15927,15927,general,quirky
15928,15928,general,quirky
15929,15929,general,quirky
15930,15930,qa,factoid
15931,15931,qa,maths
15932,15932,qa,maths
15933,15933,qa,definition
15934,15934,qa,definition
15935,15935,qa,definition
15936,15936,qa,maths
15937,15937,qa,maths
15938,15938,qa,definition
15939,15939,qa,definition
15940,15940,qa,definition
15941,15941,qa,maths
15942,15942,qa,maths
15943,15943,qa,maths
15944,15944,qa,definition
15945,15945,qa,definition
15946,15946,qa,definition
15947,15947,qa,factoid
15948,15948,qa,factoid
15949,15949,qa,factoid
15950,15950,general,quirky
15951,15951,qa,factoid
15952,15952,qa,definition
15953,15953,qa,definition
15954,15954,qa,definition
15955,15955,email,sendemail
15956,15956,general,quirky
15957,15957,general,quirky
15958,15958,qa,maths
15959,15959,qa,maths
15960,15960,qa,maths
15961,15961,general,quirky
15962,15962,general,quirky
15963,15963,general,quirky
15964,15964,general,quirky
15965,15965,general,quirky
15966,15966,general,quirky
15967,15967,general,quirky
15968,15968,general,quirky
15969,15969,general,quirky
15970,15970,general,quirky
15971,15971,general,quirky
15972,15972,qa,definition
15973,15973,qa,definition
15974,15974,qa,factoid
15975,15975,qa,factoid
15976,15976,qa,factoid
15977,15977,qa,definition
15978,15978,qa,definition
15979,15979,qa,definition
15980,15980,qa,currency
15981,15981,qa,factoid
15982,15982,general,quirky
15983,15983,qa,maths
15984,15984,qa,maths
15985,15985,qa,factoid
15986,15986,general,quirky
15987,15987,calendar,set
15988,15988,general,quirky
15989,15989,general,quirky
15990,15990,general,quirky
15991,15991,general,quirky
15992,15992,qa,factoid
15993,15993,qa,factoid
15994,15994,general,quirky
15995,15995,social,post
15996,15996,general,quirky
15997,15997,weather,query
15998,15998,takeaway,order
15999,15999,general,quirky
16000,16000,general,quirky
16001,16001,general,quirky
16002,16002,general,quirky
16003,16003,qa,factoid
16004,16004,general,quirky
16005,16005,qa,factoid
16006,16006,qa,factoid
16007,16007,qa,maths
16008,16008,qa,maths
16009,16009,qa,maths
16010,16010,qa,maths
16011,16011,qa,maths
16012,16012,qa,maths
16013,16013,general,quirky
16014,16014,recommendation,locations
16015,16015,qa,factoid
16016,16016,qa,factoid
16017,16017,qa,factoid
16018,16018,qa,factoid
16019,16019,qa,factoid
16020,16020,general,quirky
16021,16021,qa,definition
16022,16022,qa,definition
16023,16023,qa,definition
16024,16024,qa,factoid
16025,16025,qa,factoid
16026,16026,qa,factoid
16027,16027,weather,query
16028,16028,qa,factoid
16029,16029,qa,factoid
16030,16030,qa,factoid
16031,16031,general,quirky
16032,16032,general,quirky
16033,16033,general,quirky
16034,16034,qa,definition
16035,16035,qa,definition
16036,16036,qa,factoid
16037,16037,qa,factoid
16038,16038,qa,factoid
16039,16039,qa,factoid
16040,16040,cooking,recipe
16041,16041,qa,factoid
16042,16042,qa,factoid
16043,16043,qa,factoid
16044,16044,qa,factoid
16045,16045,qa,stock
16046,16046,qa,factoid
16047,16047,calendar,query
16048,16048,weather,query
16049,16049,weather,query
16050,16050,qa,factoid
16051,16051,news,query
16052,16052,recommendation,movies
16053,16053,qa,factoid
16054,16054,qa,factoid
16055,16055,general,quirky
16056,16056,qa,factoid
16057,16057,qa,factoid
16058,16058,qa,factoid
16059,16059,general,quirky
16060,16060,general,quirky
16061,16061,general,quirky
16062,16062,qa,factoid
16063,16063,qa,factoid
16064,16064,general,quirky
16065,16065,general,quirky
16066,16066,general,quirky
16067,16067,general,quirky
16068,16068,qa,factoid
16069,16069,qa,factoid
16070,16070,calendar,set
16071,16071,qa,maths
16072,16072,qa,maths
16073,16073,qa,maths
16074,16074,qa,maths
16075,16075,qa,maths
16076,16076,general,quirky
16077,16077,general,quirky
16078,16078,general,quirky
16079,16079,recommendation,movies
16080,16080,general,quirky
16081,16081,general,quirky
16082,16082,qa,factoid
16083,16083,general,quirky
16084,16084,general,quirky
16085,16085,general,quirky
16086,16086,qa,factoid
16087,16087,qa,factoid
16088,16088,qa,factoid
16089,16089,general,quirky
16090,16090,general,quirky
16091,16091,general,quirky
16092,16092,general,quirky
